pub,new_classification
The Environmental Influences on Child Health Outcomes (ECHO)-Wide Cohort,Sustainability-Focused
The impact of GPS-derived activity spaces on personal PM2.5 exposures in the MADRES cohort,Sustainability-Focused
Traffic-related air pollutants (TRAP-PM) promote neuronal amyloidogenesis through oxidative damage to lipid rafts,Sustainability-Focused
Unveiling the mechanism secret of abrasion emissions of particulate matter and microplastics,Sustainability-Focused
A benthic source of isotopically heavy Ni from continental margins and implications for global ocean Ni isotope mass balance,Sustainability-Inclusive
A Comparison of Measured Airborne and Self-Reported Secondhand Smoke Exposure in the MADRES Pregnancy Cohort Study,Sustainability-Inclusive
A Comprehensive Overview of the Physical Health of the Adolescent Brain Cognitive Development Study Cohort at Baseline,Sustainability-Inclusive
A four-band index for both liquid and solid water and its applications in the Aral Sea Basin,Sustainability-Inclusive
A longitudinal study shows stress proliferation effects from early childhood adversity and recent stress on risk for depressive symptoms among older adults,Sustainability-Inclusive
A Sequential Multiple Assignment Randomized Trial (SMART) study of medication and CBT sequencing in the treatment of pediatric anxiety disorders,Sustainability-Inclusive
"A soluble phosphorylated tau signature links tau, amyloid and the evolution of stages of dominantly inherited Alzheimer’s disease",Sustainability-Inclusive
A Systematic Review and Meta-Analysis of Smoking and Circulating Sex Hormone Levels Among Premenopausal Women,Sustainability-Inclusive
"A Twin Study of Sex Differences in Genetic Risk for All Dementia, Alzheimer's Disease (AD), and Non-AD Dementia",Sustainability-Inclusive
"A Vegetable, Oil, and Fruit Dietary Pattern in Late Pregnancy is Linked to Reduced Risks of Adverse Birth Outcomes in a Predominantly Low-Income Hispanic and Latina Pregnancy Cohort",Sustainability-Inclusive
Actinium and radium fluxes from the seabed in the northeast Pacific Basin,Sustainability-Inclusive
Adopting a “compound” exposome approach in environmental aging biomarker research: A call to action for advancing racial health equity,Sustainability-Inclusive
Adverse childhood experiences and prenatal depression in the maternal and development risks from environmental and social stressors pregnancy cohort,Sustainability-Inclusive
Alzheimer’s disease after mild traumatic brain injury,Sustainability-Inclusive
American Indian and Alaska Native Accessibility to Comprehensive Cleft Lip and Palate Treatment,Sustainability-Inclusive
Apoe4 is associated with elevated blood lipids and lower levels of innate immune biomarkers in a tropical amerindian subsistence population,Sustainability-Inclusive
Arctic Permafrost Thawing Enhances Sulfide Oxidation,Sustainability-Inclusive
Asian Cohort for Alzheimer's Disease (ACAD) pilot study on genetic and non-genetic risk factors for Alzheimer's disease among Asian Americans and Canadians,Sustainability-Inclusive
Association Between Cardiovascular Health and Subclinical Atherosclerosis Among Young Adults Using the American Heart Association’s “Life’s Essential 8” Metrics,Sustainability-Inclusive
Association of Breastfeeding Duration with 12-Month Postpartum Blood Lipids in a Predominately Lower-Income Hispanic Pregnancy Cohort in Los Angeles,Sustainability-Inclusive
Association of hot flushes with ghrelin and adipokines in early versus late postmenopausal women,Sustainability-Inclusive
"Food and Nutrition Insecurity: Experiences That Differ for Some and Independently Predict Diet-Related Disease, Los Angeles County, 2022",Sustainability-Inclusive
Food Insecurity Is Under-reported in Surveys That Ask About the Past Year,Sustainability-Inclusive
Association of Local Variation in Neighborhood Disadvantage in Metropolitan Areas with Youth Neurocognition and Brain Structure,Sustainability-Inclusive
Associations between community-level patterns of prenatal alcohol and tobacco exposure on brain structure in a non-clinical sample of 6-year-old children: a South African pilot study,Sustainability-Inclusive
Associations between perinatal risk and physical health in pre-adolescence in the Adolescent Brain Cognitive Development (ABCD) Study®: the unexpected relationship with sleep disruption,Sustainability-Inclusive
Associations of ApoE4 status and DHA supplementation on plasma and CSF lipid profiles and entorhinal cortex thickness,Sustainability-Inclusive
Associations of Coffee and Tea Consumption With Survival to Age 90 Years Among Older Women,Sustainability-Inclusive
"Associations of maternal prenatal drug abuse with measures of newborn brain structure, tissue organization, and metabolite concentrations",Sustainability-Inclusive
Beyond the Bacterial Microbiome: Virome of Human Milk and Effects on the Developing Infant,Sustainability-Inclusive
BNT162b2 Protection against the Omicron Variant in Children and Adolescents,Sustainability-Inclusive
Brain age estimation reveals older adults’ accelerated senescence after traumatic brain injury,Sustainability-Inclusive
"Brain volume, energy balance, and cardiovascular health in two nonindustrial South American populations",Sustainability-Inclusive
Carotid Artery Wall Echogenicity Measured by Gray Scale Median of the Intima-Media Complex From Childhood to Young Adulthood,Sustainability-Inclusive
"Clinical Intervention to Reduce Dietary Sugar Does Not Affect Liver Fat in Latino Youth, Regardless of PNPLA3 Genotype: A Randomized Controlled Trial",Sustainability-Inclusive
Construction and validation of a spatial database of providers of transgender hormone therapy in the US,Sustainability-Inclusive
Contextualizing the impact of prenatal alcohol and tobacco exposure on neurodevelopment in a South African birth cohort: an analysis from the socioecological perspective,Sustainability-Inclusive
Contributions to human breast milk microbiome and enteromammary transfer of Bifidobacterium breve,Sustainability-Inclusive
Coronavirus Disease 2019 Vaccine Booster Effects Are Seen in Human Milk Antibody Response,Sustainability-Inclusive
Correspondence Between Perceived Pubertal Development and Hormone Levels in 9-10 Year-Olds From the Adolescent Brain Cognitive Development Study,Sustainability-Inclusive
"COVID-19 outcomes in children, adolescents and young adults with cancer",Sustainability-Inclusive
"COVID-19 vaccinated children, adolescents, and young adults with acute lymphoblastic leukemia show spike reactive antibodies and multifunctional T-cells",Sustainability-Inclusive
Dementia risk in women higher in same-sex than opposite-sex twins,Sustainability-Inclusive
Design principles for selective and economical CO2 electrolysis in acids,Sustainability-Inclusive
"Design, optimization, and evaluation of a wet electrostatic precipitator (ESP) for aerosol collection",Sustainability-Focused
Diet Quality Is Associated with Glucose Regulation in a Cohort of Young Adults,Sustainability-Inclusive
Disparities in Care for Low-Income Patients with Cirrhosis: Implementing an Innovative Outpatient Clinic for Refractory Ascites in a Safety Net Hospital,Sustainability-Inclusive
Do small effects matter more in vulnerable populations? an investigation using Environmental influences on Child Health Outcomes (ECHO) cohorts,Sustainability-Inclusive
Early diagenetic processes in an iron-dominated marine depositional system,Sustainability-Inclusive
Ecosystem change and carbon cycle perturbation preceded the end-Triassic mass extinction,Sustainability-Inclusive
Ediacaran–Cambrian bioturbation did not extensively oxygenate sediments in shallow marine ecosystems,Sustainability-Inclusive
Educational Influences on Late-Life Health: Genetic Propensity and Attained Education,Sustainability-Inclusive
Effect of bolus enteral tube feeding on body weight in ambulatory adults with obesity and type 2 diabetes: a feasibility pilot randomized trial,Sustainability-Inclusive
Effect of High Intensity Interval Training on Matrix Metalloproteinases in Women with Breast Cancer Receiving Anthracycline-Based Chemotherapy,Sustainability-Inclusive
"Effectiveness of Maternal Vaccination with mRNA COVID-19 Vaccine During Pregnancy Against COVID-19–Associated Hospitalization in Infants Aged < 6 Months — 17 States, July 2021–January 2022",Sustainability-Inclusive
Effects of Dietary Sugar Reduction on Biomarkers of Cardiometabolic Health in Latino Youth: Secondary Analyses from a Randomized Controlled Trial,Sustainability-Inclusive
Effects of sleep on brain perivascular space in a cognitively healthy population,Sustainability-Inclusive
Effects of the COVID-19 Pandemic on Screen Time and Sleep in Early Adolescents,Sustainability-Inclusive
Efficient extraction of hydrogen fluoride using hollow fiber membrane contactors with the aid of active-learning,Sustainability-Inclusive
Estimation of the relative contributions of forest areal expansion and growth to China's forest stand biomass carbon sequestration from 1977 to 2018,Sustainability-Inclusive
Evaluating an Evidence-Based Parenting Intervention Among Filipino Parents: Protocol for a Pilot Randomized Controlled Trial,Sustainability-Inclusive
Evaluation of transfer learning in data-driven methods in the assessment of unconventional resources,Sustainability-Inclusive
Every-other-day feeding exacerbates inflammation and neuronal deficits in 5XFAD mouse model of Alzheimer's disease,Sustainability-Inclusive
"Exposure to ambient air pollutants, serum miRNA networks, lipid metabolism, and non-alcoholic fatty liver disease in young adults",Sustainability-Focused
Factors Associated With Agreement Between Parent and Childhood Cancer Survivor Reports on Child’s Health Related Quality of Life,Sustainability-Inclusive
Feasibility of quantifying change in immune white cells in abdominal adipose tissue in response to an immune modulator in clinical obesity,Sustainability-Inclusive
Flow-geomechanics coupling constrains fault geometry in induced earthquakes,Sustainability-Inclusive
Fracture permeability and geomechanical stability during viscously unstable transport through deformable rocks,Sustainability-Inclusive
Functional connectivity of the reading network is associated with prenatal polybrominated diphenyl ether concentrations in a community sample of 5 year-old children: A preliminary study,Sustainability-Focused
